entity_id,year_of_reporting,coffee_land_with_cover_crop_percent,has_erosion_control,agricultural_land_with_severe_erosion_percent,performs_soil_analysis,soil_analysis_interval,calculates_fertilizer_plan,soil_organic_matter_percent,soil_ph,coffee_land_receiving_organic_fertilizer_percent,organic_fertilizer_kg_per_ha,total_fertilizer_kg_per_ha,organic_fertilizer_percent_of_total,most_used_fertilizer,n_percent,p_percent,k_percent,fertilizer_applied_per_year,coffee_area_ha,yield_gc_per_ha,n_productivity_np,uses_red_listed_agro_inputs,herbicide_application_frequency_per_year,weed_management_practices
1469278379855014007,2024,>75%,Yes,0%,Yes,1&2,Yes,5.35,4.23,100.0,700.0,2200.0,31.82,npk 16-16-8,16.0,16.0,8.0,3750.0,2.5,4600.0,19.17,No,0,combination of practices
1469278379855013593,2024,>75%,Yes,0%,Yes,1&2,Yes,2.89,4.02,100.0,2500.0,3800.0,65.79,Npk phú m? 20-5-5,20.0,5.0,5.0,1170.0,0.9,3111.11111,11.97,No,0,combination of practices
1469278379855013826,2024,>75%,Yes,0%,Yes,1&2,Yes,5.35,4.23,100.0,1538.5,3308.0,46.51,NPK 16-8-16,16.0,16.0,8.0,2300.0,1.3,2730.76923,9.65,No,0,combination of practices
1469278379855012881,2024,26%-50%,Yes,0%,Yes,1&2,Yes,5.73,4.64,100.0,9250.0,10750.0,86.05,NPK 16-8-16,16.0,8.0,16.0,3000.0,2.0,4500.0,18.75,No,0,combination of practices
1469278379855013861,2024,>75%,Yes,0%,Yes,3,Yes,5.35,4.23,100.0,1000.0,2700.0,37.04,npk 20-5-6,20.0,5.0,6.0,1700.0,1.0,3500.0,10.29,No,0,combination of practices
1469278379855013563,2024,51%-75%,Yes,26%-50%,Yes,1&2,Yes,2.89,4.02,100.0,6400.0,8650.0,73.99,NPK Yaramila racel 21-17-3,21.0,17.0,3.0,2250.0,1.0,2800.0,5.93,No,0,combination of practices
1469278379855012835,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.73,4.63,100.0,7000.0,8600.0,81.4,NPK20-20-20,20.0,20.0,20.0,1600.0,1.0,6000.0,18.75,No,0,combination of practices
1469278379855009880,2024,>75%,Yes,0%,Yes,1&2,Yes,5.03,4.08,100.0,2000.0,3500.0,57.14,Phân Urê,46.0,0.0,0.0,3000.0,2.0,5000.0,7.25,No,0,mowing/cutting
1469278379855009844,2024,>75%,Yes,0%,Yes,1&2,Yes,5.03,4.08,100.0,5129.0,6718.0,76.35,NPK 17-7-17,17.0,7.0,17.0,3100.0,1.95,2564.10256,9.49,No,0,combination of practices
1469278379855009842,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.03,4.08,0.0,,900.0,0.0,npk 20-8-6,20.0,8.0,6.0,3150.0,3.5,2000.0,11.11,No,0,mowing/cutting
1469278379854641911,2024,>75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,1670.0,2936.0,56.88,Npk 17-8-17,17.0,8.0,17.0,1899.0,1.5,4000.0,18.59,No,0,mowing/cutting
1469278379855005159,2024,>75%,Yes,0%,Yes,1&2,Yes,3.67,4.29,100.0,6667.0,8666.0,76.93,SA 21%,21.0,0.0,0.0,1200.0,0.6,2833.0,6.75,No,0,mowing/cutting
1469278379855008338,2024,>75%,Yes,0%,Yes,1&2,Yes,5.25,4.7,100.0,2400.0,4300.0,55.81,NPK 16-16-8+13s +Te,16.0,16.0,8.0,1900.0,1.0,4000.0,13.16,No,0,combination of practices
1469278379854638788,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,0.0,,1433.0,0.0,ure 46,46.0,0.0,0.0,2150.0,1.5,3667.0,5.56,No,0,mowing/cutting
1469278379855008185,2024,>75%,Yes,0%,Yes,1&2,Yes,3.81,4.49,100.0,952.0,2381.0,39.98,npk 16-16-8,16.0,16.0,8.0,6000.0,4.2,3810.0,16.67,No,0,mowing/cutting
1469278379855009021,2024,51%-75%,Yes,0%,Yes,3,Yes,5.15,4.07,100.0,1500.0,2600.0,57.69,SA 21%,21.0,0.0,0.0,1100.0,1.0,3000.0,12.99,No,0,mowing/cutting
1469278379855004887,2024,>75%,Yes,0%,Yes,1&2,Yes,5.22,4.05,100.0,15000.0,17100.0,87.72,NPK phú m? 20-7-7 +Te,20.0,7.0,7.0,2100.0,1.0,5000.0,11.9,No,0,mowing/cutting
1469278379854638847,2024,>75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,1200.0,6400.0,18.75,NPK 20-5-5,20.0,5.0,5.0,31200.0,6.0,4083.0,3.93,No,1,mowing/cutting
1469278379855004785,2024,>75%,Yes,0%,Yes,3,Yes,5.14,4.07,100.0,16000.0,18100.0,88.4,npk 20-5-5,20.0,5.0,5.0,4200.0,2.0,3500.0,8.33,No,0,combination of practices
1469278379855004825,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.22,4.05,100.0,2400.0,4500.0,53.33,NPK phú M? 20-5-5,20.0,5.0,5.0,2100.0,1.0,5500.0,13.1,No,0,mowing/cutting
1469278379855014199,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.23,3.95,100.0,10000.0,11350.0,88.11,NPK 20-5-6,20.0,5.0,6.0,1350.0,1.0,4000.0,14.81,No,0,mowing/cutting
1469278379855014401,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.0,4.1,100.0,1000.0,2154.0,46.43,npk 16-16-8,16.0,16.0,8.0,1500.0,1.3,3846.15385,20.83,No,0,mowing/cutting
1469278379854640837,2024,>75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,7777.0,10777.0,72.16,npk 16-16-8,16.0,16.0,8.0,6000.0,2.0,4000.0,8.33,No,0,mowing/cutting
1469278379855014074,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.22,4.1,0.0,,2000.0,0.0,NPK 16-16-8,16.0,16.0,8.0,2800.0,1.4,3571.0,11.16,No,0,combination of practices
1469278379854639556,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,25000.0,26800.0,93.28,npk 25-5-5,25.0,5.0,5.0,1800.0,1.0,5000.0,11.11,No,0,mowing/cutting
1469278379854640166,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,437.0,2687.0,16.26,npk 16-16-8,16.0,16.0,8.0,4500.0,2.0,2600.0,7.22,No,0,combination of practices
1469883818362504681,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,12000.0,15000.0,80.0,npk 20-10-10,20.0,10.0,10.0,1500.0,0.5,5600.0,9.33,No,0,mowing/cutting
1469278379855014088,2024,>75%,Yes,0%,Yes,1&2,Yes,5.22,4.41,100.0,4000.0,6500.0,61.54,NPK 20-10-10,20.0,10.0,10.0,4750.0,1.9,3158.0,6.32,No,0,combination of practices
1469278379855014073,2024,26%-50%,Yes,0%,Yes,1&2,Yes,5.22,4.41,100.0,5500.0,7500.0,73.33,npk 16-16-16,16.0,16.0,16.0,8000.0,4.0,4000.0,12.5,No,0,hand hoe
1469278379855014104,2024,>75%,Yes,0%,Yes,3,Yes,5.22,4.41,100.0,9166.0,10745.0,85.3,npk 17-5-19,17.0,5.0,19.0,3000.0,1.9,4211.0,15.69,No,0,combination of practices
1469278379855014345,2024,>75%,Yes,0%,Yes,1&2,Yes,5.03,4.25,100.0,16000.0,18000.0,88.89,npk phú m? 16-16-8,16.0,16.0,8.0,1000.0,0.5,4000.0,12.5,No,0,combination of practices
1469883818362504890,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.61,4.27,100.0,5385.0,7617.0,70.7,NPK 20-5-5+TE,20.0,5.0,5.0,2902.0,1.3,3869.0,8.67,No,0,combination of practices
1469278379855014289,2024,>75%,Yes,0%,Yes,1&2,Yes,5.04,4.25,100.0,9600.0,11600.0,82.76,npk vi?t nh?t 16-10-6,16.0,10.0,6.0,2000.0,1.0,3700.0,11.56,No,0,combination of practices
1469278379854641656,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,7500.0,8125.0,92.31,NPK 20-5-6,20.0,5.0,6.0,1250.0,2.0,2750.0,22.0,No,0,mowing/cutting
1469278379854642031,2024,>75%,No,0%,Yes,1&2,Yes,4.8,4.1,100.0,1050.0,4100.0,25.61,NPK 21-16-6,21.0,16.0,6.0,4514.0,1.48,4391.89189,6.86,No,0,mowing/cutting
1469278379855008648,2024,51%-75%,Yes,0%,Yes,1&2,Yes,5.61,4.27,100.0,5600.0,8250.0,67.88,NPK 20-5-5,20.0,5.0,5.0,2650.0,1.0,4000.0,7.55,No,0,combination of practices
1469278379855008633,2024,>75%,Yes,0%,Yes,1&2,Yes,5.04,4.28,100.0,4000.0,6150.0,65.04,NPK 25-25-5,25.0,25.0,5.0,2150.0,1.0,3500.0,6.51,No,0,combination of practices
1469278379854639991,2024,51%-75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,3800.0,6155.0,61.74,npk 20-5-5,20.0,5.0,5.0,4946.0,2.1,4047.61905,8.59,No,0,mowing/cutting
1469883818362504409,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,9000.0,11050.0,81.45,16-16-8,16.0,16.0,8.0,2050.0,1.0,3000.0,9.15,No,0,mowing/cutting
1469278379855014643,2024,>75%,Yes,0%,Yes,1&2,Yes,4.99,4.04,0.0,0.0,3300.0,0.0,Npk mùa khô 20-5-6,20.0,5.0,6.0,1650.0,0.5,6000.0,9.09,No,0,combination of practices
1469278379855009318,2024,>75%,Yes,0%,Yes,1&2,Yes,5.72,4.39,100.0,22000.0,24750.0,88.89,NPK 21-0-0,21.0,0.0,0.0,5775.0,2.1,4952.38095,8.58,No,0,mowing/cutting
1469278379854638141,2024,26%-50%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,12000.0,14750.0,81.36,npk 17-7-17,17.0,7.0,17.0,2750.0,1.0,3200.0,6.84,No,0,mowing/cutting
1469278379855009319,2024,>75%,Yes,0%,Yes,1&2,Yes,5.72,4.39,100.0,10000.0,12300.0,81.3,npk ??u trâu 20-10-10,20.0,10.0,10.0,4370.0,1.9,4736.84211,10.3,No,0,combination of practices
1469278379854640735,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,11000.0,13400.0,82.09,npk 20-10-10,20.0,10.0,10.0,7200.0,3.0,4000.0,8.33,No,0,mowing/cutting
1469278379855008002,2024,51%-75%,Yes,0%,Yes,1&2,Yes,3.28,4.83,100.0,400.0,2400.0,16.67,NPK mùa khô 20-5-5,20.0,5.0,5.0,2000.0,1.0,3000.0,7.5,No,0,mowing/cutting
1469278379855009390,2024,>75%,Yes,0%,Yes,3,Yes,5.72,4.39,100.0,1500.0,3708.3,40.45,npk phú m? 17-8-19,17.0,8.0,19.0,2650.0,1.2,5000.0,13.32,No,0,combination of practices
1469278379854638365,2024,>75%,No,0%,Yes,1&2,No,5.79,4.33,100.0,2667.0,4167.0,64.0,NPK 20-5-5,20.0,5.0,5.0,3000.0,2.0,5500.0,18.33,No,0,hand hoe
1469278379854641789,2024,51%-75%,Yes,0%,Yes,1&2,No,5.0,3.0,100.0,6000.0,7200.0,83.33,npk 20-16-8,20.0,16.0,8.0,3000.0,2.5,4800.0,20.0,No,0,mowing/cutting
1469278379854642507,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,20000.0,20400.0,98.04,npk 16-16-8,16.0,16.0,8.0,600.0,1.5,4666.66667,72.92,No,0,hand hoe
1469278379854641951,2024,51%-75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,11217.0,14549.0,77.1,npk 20-20-15,20.0,20.0,15.0,5198.0,1.56,2230.76923,3.35,No,0,mowing/cutting
1469278379855008000,2024,>75%,Yes,0%,Yes,1&2,Yes,3.28,4.83,0.0,,1500.0,0.0,Npk 16-16-8 -13s,16.0,16.0,8.0,3000.0,2.0,3000.0,12.5,No,0,hand hoe
1469278379854642852,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,11250.0,13918.0,80.83,NPK 20-20-5,20.0,20.0,5.0,800.0,0.3,5000.0,9.38,No,0,hand hoe
1469278379854638345,2024,>75%,No,0%,Yes,1&2,No,6.16,4.05,100.0,8182.0,12726.0,64.29,npk 16-16-8,16.0,16.0,8.0,9997.0,2.2,5455.0,7.5,No,0,mowing/cutting
1469278379854638306,2024,>75%,Yes,1%-25%,Yes,1&2,No,6.16,4.05,100.0,1000.0,3750.0,26.67,NPK 20.5.5,20.0,5.0,5.0,2750.0,1.0,3200.0,5.82,No,0,mowing/cutting
1469278379855004840,2024,>75%,Yes,0%,Yes,1&2,Yes,5.22,4.05,0.0,,2133.0,0.0,npk 20-7-7,20.0,7.0,7.0,6400.0,3.0,2867.0,6.72,No,0,combination of practices
1469278379854642720,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,1333.0,2633.0,50.63,npk 30-10-10,30.0,10.0,10.0,3900.0,3.0,4000.0,10.26,No,0,mowing/cutting
1469278379855005225,2024,>75%,Yes,0%,Yes,1&2,Yes,5.51,4.66,100.0,15000.0,16500.0,90.91,Phân Urê,46.0,0.0,0.0,3000.0,2.0,4000.0,5.8,No,0,mowing/cutting
1469278379855005212,2024,>75%,Yes,0%,Yes,1&2,Yes,5.51,4.66,100.0,8000.0,11125.0,71.91,npk 16-16-8,16.0,16.0,8.0,12500.0,4.0,4000.0,8.0,No,0,combination of practices
1469278379854638332,2024,>75%,No,0%,Yes,1&2,Yes,4.43,3.96,100.0,500.0,2200.0,22.73,npk 20 5 5,20.0,5.0,5.0,5100.0,3.0,5000.0,14.71,No,0,mowing/cutting
1469278379854642963,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,15000.0,18467.0,81.23,npk 20-5-6,20.0,5.0,6.0,5200.0,1.5,4667.0,6.73,No,0,mowing/cutting
1469278379854638287,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,750.0,2650.0,28.3,ure 46,46.0,0.0,0.0,3800.0,2.0,4000.0,4.58,No,0,mowing/cutting
1469278379855005276,2024,>75%,Yes,0%,Yes,1&2,Yes,5.51,4.66,100.0,20000.0,22100.0,90.5,SA 21%,21.0,0.0,0.0,4200.0,2.0,4000.0,9.07,No,0,mowing/cutting
1469278379855005249,2024,>75%,Yes,0%,Yes,1&2,Yes,5.51,4.66,100.0,833.3,3021.0,27.58,npk 18-18-6,18.0,18.0,6.0,5248.8,2.4,4458.33333,11.33,No,0,combination of practices
1469278379854642946,2024,>75%,Yes,0%,Yes,3,Yes,2.09,3.87,100.0,23077.0,26539.0,86.96,npk 16-16-8,16.0,16.0,8.0,4500.0,1.3,4000.0,7.22,No,0,mowing/cutting
1469278379855008686,2024,>75%,Yes,0%,Yes,1&2,Yes,3.05,4.25,100.0,2666.0,4440.0,60.05,NPK 16-16-8,16.0,16.0,8.0,2130.0,1.2,3333.0,11.74,No,0,combination of practices
1469278379855008072,2024,>75%,Yes,0%,Yes,1&2,Yes,4.21,4.05,100.0,551.72414,2103.44828,26.23,phân bón Hoá Sinh 20-10-10,20.0,10.0,10.0,4500.0,2.9,3896.55172,12.56,No,0,mowing/cutting
1469278379855005043,2024,51%-75%,Yes,0%,Yes,1&2,Yes,4.77,4.7,100.0,2222.0,4134.0,53.75,npk 16-16-8,16.0,16.0,8.0,8604.0,4.5,2778.0,9.08,No,0,mowing/cutting
1469278379854641146,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,0.0,,1700.0,0.0,npk 20-5-5,20.0,5.0,5.0,1700.0,1.0,4000.0,11.76,No,0,mowing/cutting
1469278379855005002,2024,>75%,Yes,0%,Yes,1&2,Yes,4.77,4.7,40.0,2500.0,4700.0,53.19,npk 16-16-8,16.0,16.0,8.0,6600.0,3.0,4000.0,11.36,No,0,combination of practices
1469278379855005032,2024,>75%,Yes,0%,Yes,1&2,Yes,4.77,4.7,100.0,1500.0,3800.0,39.47,npk ??u trâu 18-16-0,18.0,16.0,0.0,4600.0,2.0,4000.0,9.66,No,0,combination of practices
1469278379855005028,2024,>75%,Yes,0%,Yes,1&2,Yes,4.77,4.7,0.0,,3125.0,0.0,NPK 16-10-6,16.0,10.0,6.0,5000.0,1.6,3750.0,7.5,No,0,mowing/cutting
1469278379854640452,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,17000.0,18170.0,93.56,npk 20-10-10,20.0,10.0,10.0,1497.6,1.28,2734.375,11.69,No,0,mowing/cutting
1469278379854638593,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,0.0,0.0,2331.0,0.0,npk 17-6-17,17.0,6.0,17.0,2098.0,0.9,4000.0,10.09,No,0,mowing/cutting
1469278379855008702,2024,>75%,Yes,0%,Yes,1&2,Yes,3.05,4.25,100.0,667.0,2500.0,26.68,npk 20-6-4,20.0,6.0,4.0,4400.0,2.4,2708.0,7.39,No,0,combination of practices
1469278379854639859,2024,>75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,10000.0,11068.0,90.35,NPK 20.5.5,20.0,5.0,5.0,555.0,0.52,6731.0,31.53,No,0,mowing/cutting
1469278379854638512,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,0.0,,2664.0,0.0,npk 20-10-15,20.0,10.0,15.0,3996.0,1.5,5333.33333,10.01,No,0,combination of practices
1469278379854641222,2024,51%-75%,No,0%,Yes,1&2,No,5.05,5.86,0.0,,2100.0,0.0,SA 21%,21.0,0.0,0.0,1050.0,0.5,2000.0,4.54,No,1,mowing/cutting
1469278379854639942,2024,>75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,1383.0,7559.0,18.3,NPK 17-7-17,17.0,7.0,17.0,21000.0,3.4,5735.0,5.46,No,1,mowing/cutting
1469278379854638490,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,750.0,1940.0,38.66,npk 16-16-8,16.0,16.0,8.0,2499.0,2.1,4285.71429,22.51,No,0,mowing/cutting
1469278379854638519,2024,26%-50%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,700.0,1666.0,42.02,Ure 46,46.0,0.0,0.0,1450.0,1.5,2000.0,4.5,No,0,combination of practices
1469278379854638792,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,0.0,,1226.0,0.0,npk 20-5-5,20.0,5.0,5.0,1350.0,1.1,3182.0,12.96,No,1,mowing/cutting
1469278379854642831,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,0.0,,1667.0,0.0,npk 20-10-8,20.0,10.0,8.0,1000.0,0.6,4166.66667,12.5,No,3 and more,hand hoe
1469278379854639534,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,33.0,2700.0,3749.0,72.02,npk 20-6-6,20.0,6.0,6.0,3095.0,2.95,2372.88136,11.31,No,0,mowing/cutting
1469278379854638214,2024,26%-50%,Yes,1%-25%,Yes,1&2,No,5.05,5.86,100.0,14665.0,17164.0,85.44,npk 16-16-8,16.0,16.0,8.0,4498.0,1.8,4444.0,11.11,No,0,combination of practices
1469278379854639354,2024,51%-75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,4400.0,5608.0,78.46,npk 22-15-16,22.0,15.0,16.0,2597.0,2.15,3813.95349,14.35,No,0,mowing/cutting
1469278379854638432,2024,51%-75%,Yes,0%,Yes,3,No,5.05,5.86,100.0,4500.0,6250.0,72.0,Ure 46,46.0,0.0,0.0,3500.0,2.0,4000.0,4.97,No,0,mowing/cutting
1469278379854639362,2024,51%-75%,No,0%,No,No Analysis,No,0.0,0.0,0.0,,2600.0,0.0,npk 20-5-5,20.0,5.0,5.0,3900.0,1.5,4000.0,7.69,No,1,mowing/cutting
1469278379854638434,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,2300.0,4400.0,52.27,npk 20-20-15,20.0,20.0,15.0,8400.0,4.0,3250.0,7.74,No,0,mowing/cutting
1469278379854639448,2024,>75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,2500.0,3550.0,70.42,NpK 22.6.4,22.0,6.0,4.0,1050.0,1.0,4300.0,18.61,No,0,mowing/cutting
1469278379854639340,2024,51%-75%,No,0%,No,No Analysis,No,0.0,0.0,0.0,,2205.0,0.0,npk 20-5-5,20.0,5.0,5.0,3749.0,1.7,4117.64706,9.34,No,1,mowing/cutting
1469278379854638373,2024,>75%,Yes,0%,Yes,1&2,No,5.79,4.33,100.0,3600.0,5050.0,71.29,npk 20-5-5,20.0,5.0,5.0,1450.0,1.0,4000.0,13.79,No,0,mowing/cutting
1469278379854639445,2024,>75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,0.0,0.0,1399.0,0.0,NPK 21-6-19,21.0,6.0,19.0,2099.0,1.0,5066.66667,11.49,No,0,mowing/cutting
1469278379854639420,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,357.0,1819.0,19.63,npk 30-10-10,30.0,10.0,10.0,2047.0,1.4,3000.0,6.84,No,0,combination of practices
1469278379854642243,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,2272.2,5113.0,44.44,SA,21.0,0.0,0.0,10653.0,3.75,3253.33333,5.45,No,0,mowing/cutting
1469278379854642131,2024,>75%,Yes,0%,Yes,1&2,Yes,4.93,4.14,100.0,1250.0,3541.0,35.3,ure,46.0,0.0,0.0,5498.0,2.4,4375.0,4.15,No,0,mowing/cutting
1469278379854639686,2024,>75%,Yes,0%,Yes,4,Yes,4.43,3.93,100.0,6875.0,7938.0,86.61,ure 46,46.0,0.0,0.0,4252.0,4.0,3375.0,6.9,No,0,mowing/cutting
1469278379854642125,2024,>75%,No,0%,Yes,1&2,Yes,4.93,4.14,100.0,1304.0,3559.0,36.64,ure,46.0,0.0,0.0,5187.0,2.3,5217.3913,5.03,No,0,mowing/cutting
1469278379854640951,2024,>75%,Yes,1%-25%,Yes,1&2,Yes,4.43,3.93,100.0,10000.0,11452.0,87.32,NPK 20-10-20,20.0,10.0,20.0,7260.0,5.0,4000.0,13.77,No,0,mowing/cutting
1469278379854642215,2024,>75%,Yes,0%,Yes,1&2,Yes,5.17,4.17,100.0,2167.0,3935.3,55.07,SA,21.0,0.0,0.0,5287.0,2.99,3511.70569,9.46,No,0,mowing/cutting
1469278379854640079,2024,>75%,Yes,0%,Yes,1&2,Yes,3.57,4.13,100.0,12416.0,14916.0,83.24,npk 20-5-5,20.0,5.0,5.0,3000.0,1.2,4583.0,9.17,No,0,combination of practices
1469278379854642194,2024,>75%,Yes,0%,Yes,3,No,5.17,4.17,0.0,,1200.0,0.0,SA,21.0,0.0,0.0,2280.0,1.9,3684.21053,14.62,No,0,mowing/cutting
1469278379854640971,2024,>75%,No,0%,Yes,1&2,Yes,4.43,3.93,100.0,8000.0,10500.0,76.19,NPK 20-10-10,20.0,10.0,10.0,12500.0,5.0,4000.0,8.0,No,0,mowing/cutting
1469278379854640065,2024,>75%,Yes,0%,Yes,1&2,Yes,3.57,4.13,100.0,7700.0,9780.0,78.73,npk 23 -15-5,23.0,15.0,5.0,7696.0,3.7,3649.0,7.63,No,0,combination of practices
1469278379854642173,2024,>75%,Yes,0%,Yes,1&2,Yes,3.96,4.04,0.0,,1900.0,0.0,SA,21.0,24.0,0.0,3800.0,2.0,3500.0,8.77,No,0,mowing/cutting
1469278379854641215,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,50.0,4838.0,6045.0,80.03,npk 20-20-15,20.0,15.0,15.0,2993.0,2.48,3104.83871,12.86,No,0,mowing/cutting
1469278379854640961,2024,>75%,Yes,0%,Yes,1&2,Yes,5.54,4.2,100.0,16500.0,18384.0,89.75,NPK ??u Trâu 20-20-15,20.0,20.0,15.0,2826.0,1.5,3333.33333,8.85,No,0,mowing/cutting
1469278379854640900,2024,>75%,Yes,0%,Yes,1&2,Yes,5.54,4.2,100.0,5294.0,8146.0,64.99,NPK 22-20-20,22.0,20.0,20.0,4848.0,1.7,5294.0,8.44,No,0,mowing/cutting
1469278379854642890,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,15000.0,18060.0,83.06,npk 17-7-17,17.0,7.0,17.0,3000.0,0.98,4592.0,8.82,No,0,mowing/cutting
1469278379854640339,2024,>75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,1250.0,1813.0,68.95,NPK 20-5-5,20.0,5.0,5.0,1800.0,3.2,1406.0,12.5,No,0,mowing/cutting
1469278379854643031,2024,>75%,Yes,1%-25%,Yes,1&2,Yes,6.03,4.14,100.0,833.0,2491.0,33.44,npk 20-5-5,20.0,5.0,5.0,2984.0,1.8,2611.0,7.88,No,0,mowing/cutting
1469278379854641605,2024,>75%,Yes,0%,Yes,1&2,Yes,3.57,5.03,100.0,10645.0,12543.0,84.87,ure 46,46.0,0.0,0.0,5884.0,3.1,4354.83871,4.99,No,0,mowing/cutting
1469278379854640257,2024,>75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,4800.0,6400.0,75.0,npk 16-16-10,16.0,16.0,10.0,1600.0,1.0,3000.0,11.72,No,0,mowing/cutting
1469278379854643043,2024,51%-75%,Yes,1%-25%,Yes,1&2,Yes,6.03,4.14,100.0,800.0,1734.0,46.14,NpK 20-5-5,20.0,5.0,5.0,1400.0,1.5,2333.0,12.5,No,0,mowing/cutting
1469278379854641569,2024,>75%,Yes,1%-25%,Yes,3,Yes,3.57,5.03,70.0,2000.0,3948.0,50.66,npk 20-15-21,20.0,15.0,21.0,7792.0,4.0,3750.0,9.63,No,0,cover crops
1469278379854642073,2024,>75%,Yes,0%,Yes,1&2,Yes,5.17,4.63,100.0,2750.0,5330.0,51.59,SA,21.0,0.0,0.0,10062.0,3.9,3718.0,6.86,No,0,mowing/cutting
1469278379854642301,2024,>75%,Yes,0%,Yes,1&2,Yes,4.93,4.14,100.0,9600.0,11093.0,86.54,npk 20-10-15,20.0,10.0,15.0,11198.0,7.5,4666.66667,15.63,No,0,mowing/cutting
1469278379854640613,2024,>75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,3500.0,4550.0,76.92,npk 20-20-15,20.0,20.0,15.0,1050.0,1.0,4000.0,19.05,No,0,mowing/cutting
1469278379854642479,2024,>75%,Yes,0%,Yes,1&2,Yes,2.46,4.02,35.0,5524.0,6438.0,85.8,NPK 20-5-5,20.0,5.0,5.0,4799.0,5.25,2524.0,13.81,No,0,mowing/cutting
1469278379854640625,2024,>75%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,7500.0,9250.0,81.08,NPK 17-17-20,17.0,17.0,20.0,1750.0,1.0,3000.0,10.08,No,1,mowing/cutting
1469883818362505174,2024,26%-50%,Yes,0%,Yes,1&2,Yes,2.63,4.4,100.0,2166.0,4766.0,45.45,npk 16-16-8,16.0,16.0,8.0,3120.0,1.2,3333.0,8.01,No,0,mowing/cutting
1469278379855039037,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,1500.0,4300.0,34.88,ure,46.0,0.0,0.0,2800.0,1.0,4000.0,3.11,No,0,combination of practices
1469278379855040664,2024,26%-50%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,16666.0,18220.0,91.47,ure 46,46.0,0.0,0.0,1400.0,0.9,1556.0,2.17,No,0,combination of practices
1469278379855036915,2024,51%-75%,Yes,0%,Yes,1&2,Yes,4.47,3.97,100.0,2000.0,4000.0,50.0,npk 20-5-5,20.0,5.0,5.0,1000.0,0.5,4000.0,10.0,No,0,combination of practices
1469278379855037067,2024,26%-50%,Yes,0%,Yes,4,No,5.25,4.2,0.0,,2750.0,0.0,ure46,46.0,0.0,0.0,2750.0,1.0,4000.0,3.16,No,0,combination of practices
1469278379855038019,2024,>75%,Yes,0%,Yes,6,No,2.42,3.73,0.0,,1500.0,0.0,npk17-7-17,17.0,7.0,17.0,1500.0,1.0,4000.0,15.69,No,0,combination of practices
